slice,mask
447_849.nii.gz,mask_823.nii.gz
447_850.nii.gz,mask_56.nii.gz
447_851.nii.gz,mask_941.nii.gz
447_852.nii.gz,mask_363.nii.gz
447_853.nii.gz,mask_483.nii.gz
447_854.nii.gz,mask_685.nii.gz
447_855.nii.gz,mask_611.nii.gz
447_856.nii.gz,mask_260.nii.gz
447_857.nii.gz,mask_804.nii.gz
447_858.nii.gz,mask_904.nii.gz
447_859.nii.gz,mask_752.nii.gz
447_860.nii.gz,mask_154.nii.gz
447_861.nii.gz,mask_513.nii.gz
447_862.nii.gz,mask_535.nii.gz
447_863.nii.gz,mask_834.nii.gz
447_864.nii.gz,mask_988.nii.gz
447_865.nii.gz,mask_463.nii.gz
447_866.nii.gz,mask_962.nii.gz
447_867.nii.gz,mask_690.nii.gz
447_868.nii.gz,mask_177.nii.gz
447_869.nii.gz,mask_815.nii.gz
447_870.nii.gz,mask_273.nii.gz
447_871.nii.gz,mask_949.nii.gz
447_872.nii.gz,mask_783.nii.gz
447_873.nii.gz,mask_129.nii.gz
447_874.nii.gz,mask_281.nii.gz
447_875.nii.gz,mask_203.nii.gz
447_876.nii.gz,mask_711.nii.gz
447_877.nii.gz,mask_708.nii.gz
447_878.nii.gz,mask_151.nii.gz
447_879.nii.gz,mask_608.nii.gz
447_880.nii.gz,mask_826.nii.gz
447_881.nii.gz,mask_451.nii.gz
447_882.nii.gz,mask_685.nii.gz
447_883.nii.gz,mask_292.nii.gz
447_884.nii.gz,mask_697.nii.gz
447_885.nii.gz,mask_250.nii.gz
447_886.nii.gz,mask_418.nii.gz
447_887.nii.gz,mask_376.nii.gz
447_888.nii.gz,mask_846.nii.gz
447_889.nii.gz,mask_458.nii.gz
447_890.nii.gz,mask_606.nii.gz
447_891.nii.gz,mask_919.nii.gz
447_892.nii.gz,mask_249.nii.gz
447_893.nii.gz,mask_154.nii.gz
447_894.nii.gz,mask_618.nii.gz
447_895.nii.gz,mask_184.nii.gz
447_896.nii.gz,mask_79.nii.gz
447_897.nii.gz,mask_959.nii.gz
447_898.nii.gz,mask_685.nii.gz
447_899.nii.gz,mask_847.nii.gz
447_900.nii.gz,mask_493.nii.gz
447_901.nii.gz,mask_558.nii.gz
447_902.nii.gz,mask_178.nii.gz
447_903.nii.gz,mask_86.nii.gz
447_904.nii.gz,mask_366.nii.gz
447_905.nii.gz,mask_846.nii.gz
447_906.nii.gz,mask_49.nii.gz
447_907.nii.gz,mask_334.nii.gz
447_908.nii.gz,mask_529.nii.gz
447_909.nii.gz,mask_621.nii.gz
447_910.nii.gz,mask_620.nii.gz
447_911.nii.gz,mask_437.nii.gz
447_912.nii.gz,mask_282.nii.gz
447_913.nii.gz,mask_444.nii.gz
447_914.nii.gz,mask_389.nii.gz
447_915.nii.gz,mask_102.nii.gz
447_916.nii.gz,mask_289.nii.gz
447_917.nii.gz,mask_808.nii.gz
447_918.nii.gz,mask_476.nii.gz
447_919.nii.gz,mask_974.nii.gz
447_920.nii.gz,mask_567.nii.gz
447_921.nii.gz,mask_326.nii.gz
447_922.nii.gz,mask_445.nii.gz
447_923.nii.gz,mask_529.nii.gz
447_924.nii.gz,mask_461.nii.gz
447_925.nii.gz,mask_672.nii.gz
447_926.nii.gz,mask_690.nii.gz
447_927.nii.gz,mask_769.nii.gz
447_928.nii.gz,mask_438.nii.gz
447_929.nii.gz,mask_937.nii.gz
447_930.nii.gz,mask_44.nii.gz
447_931.nii.gz,mask_481.nii.gz
447_932.nii.gz,mask_607.nii.gz
447_933.nii.gz,mask_749.nii.gz
447_934.nii.gz,mask_784.nii.gz
447_935.nii.gz,mask_698.nii.gz
447_936.nii.gz,mask_120.nii.gz
447_937.nii.gz,mask_863.nii.gz
447_938.nii.gz,mask_750.nii.gz
447_939.nii.gz,mask_347.nii.gz
447_940.nii.gz,mask_54.nii.gz
447_941.nii.gz,mask_39.nii.gz
447_942.nii.gz,mask_368.nii.gz
447_943.nii.gz,mask_720.nii.gz
447_944.nii.gz,mask_963.nii.gz
447_945.nii.gz,mask_116.nii.gz
447_946.nii.gz,mask_663.nii.gz
447_947.nii.gz,mask_66.nii.gz
447_948.nii.gz,mask_16.nii.gz
447_949.nii.gz,mask_944.nii.gz
447_950.nii.gz,mask_622.nii.gz
447_951.nii.gz,mask_154.nii.gz
447_952.nii.gz,mask_692.nii.gz
447_953.nii.gz,mask_371.nii.gz
447_954.nii.gz,mask_9.nii.gz
447_955.nii.gz,mask_626.nii.gz
447_956.nii.gz,mask_155.nii.gz
447_957.nii.gz,mask_208.nii.gz
447_958.nii.gz,mask_970.nii.gz
447_959.nii.gz,mask_594.nii.gz
447_960.nii.gz,mask_873.nii.gz
447_961.nii.gz,mask_634.nii.gz
447_962.nii.gz,mask_662.nii.gz
447_963.nii.gz,mask_954.nii.gz
447_964.nii.gz,mask_488.nii.gz
447_965.nii.gz,mask_516.nii.gz
447_966.nii.gz,mask_336.nii.gz
447_967.nii.gz,mask_407.nii.gz
447_968.nii.gz,mask_967.nii.gz
447_969.nii.gz,mask_94.nii.gz
447_970.nii.gz,mask_466.nii.gz
447_971.nii.gz,mask_720.nii.gz
447_972.nii.gz,mask_252.nii.gz
447_973.nii.gz,mask_599.nii.gz
447_974.nii.gz,mask_917.nii.gz
447_975.nii.gz,mask_77.nii.gz
447_976.nii.gz,mask_353.nii.gz
447_977.nii.gz,mask_999.nii.gz
447_978.nii.gz,mask_269.nii.gz
447_979.nii.gz,mask_560.nii.gz
447_980.nii.gz,mask_9.nii.gz
447_981.nii.gz,mask_629.nii.gz
447_982.nii.gz,mask_279.nii.gz
447_983.nii.gz,mask_823.nii.gz
447_984.nii.gz,mask_438.nii.gz
447_985.nii.gz,mask_595.nii.gz
447_986.nii.gz,mask_70.nii.gz
447_987.nii.gz,mask_310.nii.gz
447_988.nii.gz,mask_959.nii.gz
447_989.nii.gz,mask_364.nii.gz
447_990.nii.gz,mask_536.nii.gz
447_991.nii.gz,mask_371.nii.gz
447_992.nii.gz,mask_910.nii.gz
447_993.nii.gz,mask_954.nii.gz
447_994.nii.gz,mask_904.nii.gz
447_995.nii.gz,mask_713.nii.gz
447_996.nii.gz,mask_980.nii.gz
447_997.nii.gz,mask_112.nii.gz
447_998.nii.gz,mask_147.nii.gz
447_999.nii.gz,mask_552.nii.gz
447_1000.nii.gz,mask_893.nii.gz
447_1001.nii.gz,mask_635.nii.gz
447_1002.nii.gz,mask_410.nii.gz
447_1003.nii.gz,mask_573.nii.gz
447_1004.nii.gz,mask_649.nii.gz
447_1005.nii.gz,mask_41.nii.gz
447_1006.nii.gz,mask_42.nii.gz
447_1007.nii.gz,mask_770.nii.gz
447_1008.nii.gz,mask_628.nii.gz
447_1009.nii.gz,mask_225.nii.gz
447_1010.nii.gz,mask_507.nii.gz
447_1011.nii.gz,mask_804.nii.gz
447_1012.nii.gz,mask_746.nii.gz
447_1013.nii.gz,mask_928.nii.gz
447_1014.nii.gz,mask_711.nii.gz
447_1015.nii.gz,mask_591.nii.gz
447_1016.nii.gz,mask_329.nii.gz
447_1017.nii.gz,mask_416.nii.gz
447_1018.nii.gz,mask_36.nii.gz
447_1019.nii.gz,mask_342.nii.gz
447_1020.nii.gz,mask_200.nii.gz
447_1021.nii.gz,mask_559.nii.gz
447_1022.nii.gz,mask_658.nii.gz
447_1023.nii.gz,mask_808.nii.gz
447_1024.nii.gz,mask_112.nii.gz
447_1025.nii.gz,mask_315.nii.gz
447_1026.nii.gz,mask_96.nii.gz
447_1027.nii.gz,mask_948.nii.gz
447_1028.nii.gz,mask_830.nii.gz
447_1029.nii.gz,mask_730.nii.gz
447_1030.nii.gz,mask_419.nii.gz
447_1031.nii.gz,mask_628.nii.gz
447_1032.nii.gz,mask_188.nii.gz
447_1033.nii.gz,mask_258.nii.gz
447_1034.nii.gz,mask_192.nii.gz
447_1035.nii.gz,mask_832.nii.gz
447_1036.nii.gz,mask_660.nii.gz
447_1037.nii.gz,mask_923.nii.gz
447_1038.nii.gz,mask_255.nii.gz
447_1039.nii.gz,mask_209.nii.gz
447_1040.nii.gz,mask_46.nii.gz
447_1041.nii.gz,mask_922.nii.gz
447_1042.nii.gz,mask_750.nii.gz
447_1043.nii.gz,mask_572.nii.gz
447_1044.nii.gz,mask_454.nii.gz
447_1045.nii.gz,mask_865.nii.gz
447_1046.nii.gz,mask_251.nii.gz
447_1047.nii.gz,mask_440.nii.gz
447_1048.nii.gz,mask_98.nii.gz
447_1049.nii.gz,mask_206.nii.gz
447_1050.nii.gz,mask_415.nii.gz
447_1051.nii.gz,mask_313.nii.gz
447_1052.nii.gz,mask_93.nii.gz
447_1053.nii.gz,mask_297.nii.gz
447_1054.nii.gz,mask_927.nii.gz
447_1055.nii.gz,mask_973.nii.gz
447_1056.nii.gz,mask_31.nii.gz
447_1057.nii.gz,mask_916.nii.gz
447_1058.nii.gz,mask_252.nii.gz
447_1059.nii.gz,mask_638.nii.gz
447_1060.nii.gz,mask_145.nii.gz
447_1061.nii.gz,mask_14.nii.gz
447_1062.nii.gz,mask_781.nii.gz
447_1063.nii.gz,mask_509.nii.gz
447_1064.nii.gz,mask_122.nii.gz
447_1065.nii.gz,mask_501.nii.gz
447_1066.nii.gz,mask_777.nii.gz
447_1067.nii.gz,mask_896.nii.gz
447_1068.nii.gz,mask_810.nii.gz
447_1069.nii.gz,mask_688.nii.gz
447_1070.nii.gz,mask_146.nii.gz
447_1071.nii.gz,mask_591.nii.gz
447_1072.nii.gz,mask_420.nii.gz
447_1073.nii.gz,mask_840.nii.gz
447_1074.nii.gz,mask_260.nii.gz
447_1075.nii.gz,mask_74.nii.gz
447_1076.nii.gz,mask_531.nii.gz
447_1077.nii.gz,mask_870.nii.gz
447_1078.nii.gz,mask_301.nii.gz
447_1079.nii.gz,mask_719.nii.gz
447_1080.nii.gz,mask_439.nii.gz
447_1081.nii.gz,mask_326.nii.gz
447_1082.nii.gz,mask_714.nii.gz
447_1083.nii.gz,mask_926.nii.gz
447_1084.nii.gz,mask_241.nii.gz
447_1085.nii.gz,mask_466.nii.gz
447_1086.nii.gz,mask_320.nii.gz
447_1087.nii.gz,mask_439.nii.gz
447_1088.nii.gz,mask_972.nii.gz
447_1089.nii.gz,mask_510.nii.gz
447_1090.nii.gz,mask_841.nii.gz
447_1091.nii.gz,mask_98.nii.gz
447_1092.nii.gz,mask_986.nii.gz
447_1093.nii.gz,mask_842.nii.gz
447_1094.nii.gz,mask_499.nii.gz
447_1095.nii.gz,mask_940.nii.gz
447_1096.nii.gz,mask_603.nii.gz
447_1097.nii.gz,mask_383.nii.gz
447_1098.nii.gz,mask_537.nii.gz
447_1099.nii.gz,mask_574.nii.gz
447_1100.nii.gz,mask_973.nii.gz
447_1101.nii.gz,mask_523.nii.gz
447_1102.nii.gz,mask_357.nii.gz
447_1103.nii.gz,mask_161.nii.gz
447_1104.nii.gz,mask_185.nii.gz
447_1105.nii.gz,mask_869.nii.gz
447_1106.nii.gz,mask_843.nii.gz
447_1107.nii.gz,mask_198.nii.gz
447_1108.nii.gz,mask_741.nii.gz
447_1109.nii.gz,mask_527.nii.gz
447_1110.nii.gz,mask_455.nii.gz
447_1111.nii.gz,mask_801.nii.gz
447_1112.nii.gz,mask_554.nii.gz
447_1113.nii.gz,mask_293.nii.gz
447_1114.nii.gz,mask_70.nii.gz
447_1115.nii.gz,mask_676.nii.gz
447_1116.nii.gz,mask_353.nii.gz
447_1117.nii.gz,mask_134.nii.gz
447_1118.nii.gz,mask_13.nii.gz
447_1119.nii.gz,mask_583.nii.gz
447_1120.nii.gz,mask_884.nii.gz
447_1121.nii.gz,mask_710.nii.gz
447_1122.nii.gz,mask_20.nii.gz
447_1123.nii.gz,mask_117.nii.gz
447_1124.nii.gz,mask_116.nii.gz
447_1125.nii.gz,mask_854.nii.gz
447_1126.nii.gz,mask_59.nii.gz
447_1127.nii.gz,mask_430.nii.gz
447_1128.nii.gz,mask_938.nii.gz
447_1129.nii.gz,mask_841.nii.gz
447_1130.nii.gz,mask_772.nii.gz
447_1131.nii.gz,mask_675.nii.gz
447_1132.nii.gz,mask_499.nii.gz
447_1133.nii.gz,mask_883.nii.gz
447_1134.nii.gz,mask_599.nii.gz
447_1135.nii.gz,mask_667.nii.gz
447_1136.nii.gz,mask_683.nii.gz
447_1137.nii.gz,mask_224.nii.gz
447_1138.nii.gz,mask_950.nii.gz
447_1139.nii.gz,mask_352.nii.gz
447_1140.nii.gz,mask_836.nii.gz
447_1141.nii.gz,mask_221.nii.gz
447_1142.nii.gz,mask_836.nii.gz
447_1143.nii.gz,mask_750.nii.gz
447_1144.nii.gz,mask_652.nii.gz
447_1145.nii.gz,mask_969.nii.gz
447_1146.nii.gz,mask_54.nii.gz
447_1147.nii.gz,mask_689.nii.gz
447_1148.nii.gz,mask_636.nii.gz
447_1149.nii.gz,mask_969.nii.gz
447_1150.nii.gz,mask_915.nii.gz
447_1151.nii.gz,mask_784.nii.gz
447_1152.nii.gz,mask_580.nii.gz
447_1153.nii.gz,mask_548.nii.gz
447_1154.nii.gz,mask_909.nii.gz
447_1155.nii.gz,mask_705.nii.gz
447_1156.nii.gz,mask_361.nii.gz
447_1157.nii.gz,mask_483.nii.gz
447_1158.nii.gz,mask_759.nii.gz
447_1159.nii.gz,mask_669.nii.gz
447_1160.nii.gz,mask_441.nii.gz
447_1161.nii.gz,mask_439.nii.gz
447_1162.nii.gz,mask_988.nii.gz
447_1163.nii.gz,mask_46.nii.gz
447_1164.nii.gz,mask_898.nii.gz
447_1165.nii.gz,mask_624.nii.gz
447_1166.nii.gz,mask_794.nii.gz
447_1167.nii.gz,mask_151.nii.gz
447_1168.nii.gz,mask_864.nii.gz
447_1169.nii.gz,mask_817.nii.gz
447_1170.nii.gz,mask_15.nii.gz
447_1171.nii.gz,mask_79.nii.gz
447_1172.nii.gz,mask_973.nii.gz
447_1173.nii.gz,mask_226.nii.gz
447_1174.nii.gz,mask_212.nii.gz
447_1175.nii.gz,mask_382.nii.gz
447_1176.nii.gz,mask_963.nii.gz
447_1177.nii.gz,mask_325.nii.gz
447_1178.nii.gz,mask_396.nii.gz
447_1179.nii.gz,mask_133.nii.gz
447_1180.nii.gz,mask_170.nii.gz
447_1181.nii.gz,mask_696.nii.gz
447_1182.nii.gz,mask_662.nii.gz
447_1183.nii.gz,mask_194.nii.gz
447_1184.nii.gz,mask_310.nii.gz
447_1185.nii.gz,mask_746.nii.gz
447_1186.nii.gz,mask_227.nii.gz
447_1187.nii.gz,mask_605.nii.gz
447_1188.nii.gz,mask_520.nii.gz
447_1189.nii.gz,mask_905.nii.gz
447_1190.nii.gz,mask_15.nii.gz
447_1191.nii.gz,mask_799.nii.gz
447_1192.nii.gz,mask_245.nii.gz
447_1193.nii.gz,mask_465.nii.gz
447_1194.nii.gz,mask_208.nii.gz
447_1195.nii.gz,mask_984.nii.gz
447_1196.nii.gz,mask_400.nii.gz
447_1197.nii.gz,mask_306.nii.gz
447_1198.nii.gz,mask_870.nii.gz
447_1199.nii.gz,mask_548.nii.gz
447_1200.nii.gz,mask_557.nii.gz
447_1201.nii.gz,mask_226.nii.gz
447_1202.nii.gz,mask_694.nii.gz
447_1203.nii.gz,mask_262.nii.gz
447_1204.nii.gz,mask_250.nii.gz
447_1205.nii.gz,mask_180.nii.gz
447_1206.nii.gz,mask_519.nii.gz
447_1207.nii.gz,mask_940.nii.gz
447_1208.nii.gz,mask_744.nii.gz
447_1209.nii.gz,mask_86.nii.gz
447_1210.nii.gz,mask_912.nii.gz
447_1211.nii.gz,mask_594.nii.gz
447_1212.nii.gz,mask_607.nii.gz
447_1213.nii.gz,mask_192.nii.gz
447_1214.nii.gz,mask_271.nii.gz
447_1215.nii.gz,mask_44.nii.gz
447_1216.nii.gz,mask_118.nii.gz
447_1217.nii.gz,mask_876.nii.gz
447_1218.nii.gz,mask_647.nii.gz
447_1219.nii.gz,mask_997.nii.gz
447_1220.nii.gz,mask_214.nii.gz
447_1221.nii.gz,mask_474.nii.gz
447_1222.nii.gz,mask_743.nii.gz
447_1223.nii.gz,mask_290.nii.gz
447_1224.nii.gz,mask_207.nii.gz
447_1225.nii.gz,mask_908.nii.gz
447_1226.nii.gz,mask_865.nii.gz
447_1227.nii.gz,mask_701.nii.gz
447_1228.nii.gz,mask_279.nii.gz
447_1229.nii.gz,mask_109.nii.gz
447_1230.nii.gz,mask_761.nii.gz
447_1231.nii.gz,mask_303.nii.gz
447_1232.nii.gz,mask_700.nii.gz
447_1233.nii.gz,mask_207.nii.gz
447_1234.nii.gz,mask_298.nii.gz
447_1235.nii.gz,mask_231.nii.gz
447_1236.nii.gz,mask_234.nii.gz
447_1237.nii.gz,mask_17.nii.gz
447_1238.nii.gz,mask_346.nii.gz
447_1239.nii.gz,mask_845.nii.gz
447_1240.nii.gz,mask_317.nii.gz
447_1241.nii.gz,mask_639.nii.gz
447_1242.nii.gz,mask_223.nii.gz
447_1243.nii.gz,mask_281.nii.gz
447_1244.nii.gz,mask_605.nii.gz
447_1245.nii.gz,mask_194.nii.gz
447_1246.nii.gz,mask_802.nii.gz
447_1247.nii.gz,mask_568.nii.gz
447_1248.nii.gz,mask_829.nii.gz
447_1249.nii.gz,mask_489.nii.gz
447_1250.nii.gz,mask_124.nii.gz
447_1251.nii.gz,mask_941.nii.gz
447_1252.nii.gz,mask_67.nii.gz
447_1253.nii.gz,mask_228.nii.gz
447_1254.nii.gz,mask_252.nii.gz
447_1255.nii.gz,mask_747.nii.gz
447_1256.nii.gz,mask_203.nii.gz
447_1257.nii.gz,mask_100.nii.gz
447_1258.nii.gz,mask_793.nii.gz
447_1259.nii.gz,mask_197.nii.gz
447_1260.nii.gz,mask_977.nii.gz
447_1261.nii.gz,mask_762.nii.gz
447_1262.nii.gz,mask_52.nii.gz
447_1263.nii.gz,mask_235.nii.gz
447_1264.nii.gz,mask_114.nii.gz
447_1265.nii.gz,mask_72.nii.gz
447_1266.nii.gz,mask_812.nii.gz
447_1267.nii.gz,mask_942.nii.gz
447_1268.nii.gz,mask_18.nii.gz
447_1269.nii.gz,mask_540.nii.gz
447_1270.nii.gz,mask_225.nii.gz
447_1271.nii.gz,mask_634.nii.gz
447_1272.nii.gz,mask_150.nii.gz
447_1273.nii.gz,mask_172.nii.gz
447_1274.nii.gz,mask_73.nii.gz
447_1275.nii.gz,mask_604.nii.gz
447_1276.nii.gz,mask_839.nii.gz
447_1277.nii.gz,mask_458.nii.gz
447_1278.nii.gz,mask_351.nii.gz
447_1279.nii.gz,mask_70.nii.gz
447_1280.nii.gz,mask_817.nii.gz
447_1281.nii.gz,mask_849.nii.gz
447_1282.nii.gz,mask_46.nii.gz
447_1283.nii.gz,mask_575.nii.gz
447_1284.nii.gz,mask_14.nii.gz
447_1285.nii.gz,mask_871.nii.gz
447_1286.nii.gz,mask_942.nii.gz
447_1287.nii.gz,mask_410.nii.gz
447_1288.nii.gz,mask_722.nii.gz
447_1289.nii.gz,mask_863.nii.gz
447_1290.nii.gz,mask_135.nii.gz
447_1291.nii.gz,mask_238.nii.gz
447_1292.nii.gz,mask_651.nii.gz
447_1293.nii.gz,mask_258.nii.gz
447_1294.nii.gz,mask_956.nii.gz
447_1295.nii.gz,mask_596.nii.gz
447_1296.nii.gz,mask_219.nii.gz
447_1297.nii.gz,mask_415.nii.gz
447_1298.nii.gz,mask_152.nii.gz
447_1299.nii.gz,mask_719.nii.gz
447_1300.nii.gz,mask_647.nii.gz
447_1301.nii.gz,mask_676.nii.gz
447_1302.nii.gz,mask_699.nii.gz
447_1303.nii.gz,mask_106.nii.gz
447_1304.nii.gz,mask_662.nii.gz
447_1305.nii.gz,mask_728.nii.gz
447_1306.nii.gz,mask_913.nii.gz
447_1307.nii.gz,mask_528.nii.gz
447_1308.nii.gz,mask_652.nii.gz
447_1309.nii.gz,mask_858.nii.gz
447_1310.nii.gz,mask_801.nii.gz
447_1311.nii.gz,mask_278.nii.gz
447_1312.nii.gz,mask_759.nii.gz
447_1313.nii.gz,mask_827.nii.gz
447_1314.nii.gz,mask_825.nii.gz
447_1315.nii.gz,mask_518.nii.gz
447_1316.nii.gz,mask_981.nii.gz
447_1317.nii.gz,mask_107.nii.gz
447_1318.nii.gz,mask_251.nii.gz
447_1319.nii.gz,mask_760.nii.gz
447_1320.nii.gz,mask_300.nii.gz
447_1321.nii.gz,mask_750.nii.gz
447_1322.nii.gz,mask_343.nii.gz
447_1323.nii.gz,mask_320.nii.gz
447_1324.nii.gz,mask_42.nii.gz
447_1325.nii.gz,mask_114.nii.gz
447_1326.nii.gz,mask_598.nii.gz
447_1327.nii.gz,mask_395.nii.gz
447_1328.nii.gz,mask_684.nii.gz
447_1329.nii.gz,mask_437.nii.gz
447_1330.nii.gz,mask_96.nii.gz
447_1331.nii.gz,mask_222.nii.gz
447_1332.nii.gz,mask_157.nii.gz
447_1333.nii.gz,mask_791.nii.gz
447_1334.nii.gz,mask_535.nii.gz
447_1335.nii.gz,mask_411.nii.gz
447_1336.nii.gz,mask_867.nii.gz
447_1337.nii.gz,mask_698.nii.gz
447_1338.nii.gz,mask_465.nii.gz
447_1339.nii.gz,mask_76.nii.gz
447_1340.nii.gz,mask_553.nii.gz
447_1341.nii.gz,mask_859.nii.gz
447_1342.nii.gz,mask_926.nii.gz
447_1343.nii.gz,mask_32.nii.gz
447_1344.nii.gz,mask_760.nii.gz
447_1345.nii.gz,mask_785.nii.gz
447_1346.nii.gz,mask_105.nii.gz
447_1347.nii.gz,mask_891.nii.gz
447_1348.nii.gz,mask_96.nii.gz
447_1349.nii.gz,mask_1.nii.gz
447_1350.nii.gz,mask_664.nii.gz
447_1351.nii.gz,mask_815.nii.gz
447_1352.nii.gz,mask_654.nii.gz
447_1353.nii.gz,mask_563.nii.gz
447_1354.nii.gz,mask_43.nii.gz
447_1355.nii.gz,mask_423.nii.gz
447_1356.nii.gz,mask_316.nii.gz
447_1357.nii.gz,mask_727.nii.gz
447_1358.nii.gz,mask_272.nii.gz
447_1359.nii.gz,mask_530.nii.gz
447_1360.nii.gz,mask_836.nii.gz
447_1361.nii.gz,mask_192.nii.gz
447_1362.nii.gz,mask_846.nii.gz
447_1363.nii.gz,mask_788.nii.gz
447_1364.nii.gz,mask_670.nii.gz
447_1365.nii.gz,mask_224.nii.gz
447_1366.nii.gz,mask_682.nii.gz
447_1367.nii.gz,mask_390.nii.gz
447_1368.nii.gz,mask_915.nii.gz
447_1369.nii.gz,mask_176.nii.gz
447_1370.nii.gz,mask_588.nii.gz
447_1371.nii.gz,mask_407.nii.gz
447_1372.nii.gz,mask_301.nii.gz
447_1373.nii.gz,mask_150.nii.gz
447_1374.nii.gz,mask_585.nii.gz
447_1375.nii.gz,mask_296.nii.gz
447_1376.nii.gz,mask_910.nii.gz
447_1377.nii.gz,mask_495.nii.gz
447_1378.nii.gz,mask_654.nii.gz
447_1379.nii.gz,mask_706.nii.gz
447_1380.nii.gz,mask_430.nii.gz
447_1381.nii.gz,mask_250.nii.gz
447_1382.nii.gz,mask_376.nii.gz
447_1383.nii.gz,mask_240.nii.gz
447_1384.nii.gz,mask_664.nii.gz
447_1385.nii.gz,mask_437.nii.gz
447_1386.nii.gz,mask_717.nii.gz
447_1387.nii.gz,mask_106.nii.gz
447_1388.nii.gz,mask_984.nii.gz
447_1389.nii.gz,mask_737.nii.gz
447_1390.nii.gz,mask_692.nii.gz
447_1391.nii.gz,mask_907.nii.gz
447_1392.nii.gz,mask_731.nii.gz
447_1393.nii.gz,mask_180.nii.gz
447_1394.nii.gz,mask_795.nii.gz
447_1395.nii.gz,mask_932.nii.gz
447_1396.nii.gz,mask_839.nii.gz
447_1397.nii.gz,mask_207.nii.gz
447_1398.nii.gz,mask_724.nii.gz
447_1399.nii.gz,mask_26.nii.gz
447_1400.nii.gz,mask_934.nii.gz
447_1401.nii.gz,mask_271.nii.gz
447_1402.nii.gz,mask_553.nii.gz
447_1403.nii.gz,mask_497.nii.gz
447_1404.nii.gz,mask_67.nii.gz
447_1405.nii.gz,mask_778.nii.gz
447_1406.nii.gz,mask_651.nii.gz
447_1407.nii.gz,mask_912.nii.gz
447_1408.nii.gz,mask_490.nii.gz
447_1409.nii.gz,mask_889.nii.gz
447_1410.nii.gz,mask_28.nii.gz
447_1411.nii.gz,mask_970.nii.gz
447_1412.nii.gz,mask_688.nii.gz
447_1413.nii.gz,mask_107.nii.gz
447_1414.nii.gz,mask_885.nii.gz
447_1415.nii.gz,mask_632.nii.gz
447_1416.nii.gz,mask_376.nii.gz
447_1417.nii.gz,mask_984.nii.gz
447_1418.nii.gz,mask_421.nii.gz
447_1419.nii.gz,mask_577.nii.gz
447_1420.nii.gz,mask_504.nii.gz
447_1421.nii.gz,mask_116.nii.gz
447_1422.nii.gz,mask_354.nii.gz
447_1423.nii.gz,mask_958.nii.gz
447_1424.nii.gz,mask_30.nii.gz
447_1425.nii.gz,mask_950.nii.gz
447_1426.nii.gz,mask_875.nii.gz
447_1427.nii.gz,mask_98.nii.gz
447_1428.nii.gz,mask_33.nii.gz
447_1429.nii.gz,mask_843.nii.gz
447_1430.nii.gz,mask_613.nii.gz
447_1431.nii.gz,mask_406.nii.gz
447_1432.nii.gz,mask_26.nii.gz
447_1433.nii.gz,mask_832.nii.gz
447_1434.nii.gz,mask_415.nii.gz
447_1435.nii.gz,mask_814.nii.gz
447_1436.nii.gz,mask_783.nii.gz
447_1437.nii.gz,mask_78.nii.gz
447_1438.nii.gz,mask_412.nii.gz
447_1439.nii.gz,mask_106.nii.gz
447_1440.nii.gz,mask_161.nii.gz
447_1441.nii.gz,mask_276.nii.gz
447_1442.nii.gz,mask_201.nii.gz
447_1443.nii.gz,mask_230.nii.gz
447_1444.nii.gz,mask_654.nii.gz
447_1445.nii.gz,mask_801.nii.gz
447_1446.nii.gz,mask_219.nii.gz
447_1447.nii.gz,mask_214.nii.gz
447_1448.nii.gz,mask_270.nii.gz
447_1449.nii.gz,mask_789.nii.gz
447_1450.nii.gz,mask_26.nii.gz
447_1451.nii.gz,mask_213.nii.gz
447_1452.nii.gz,mask_753.nii.gz
447_1453.nii.gz,mask_980.nii.gz
447_1454.nii.gz,mask_776.nii.gz
447_1455.nii.gz,mask_849.nii.gz
447_1456.nii.gz,mask_67.nii.gz
447_1457.nii.gz,mask_538.nii.gz
447_1458.nii.gz,mask_738.nii.gz
447_1459.nii.gz,mask_228.nii.gz
447_1460.nii.gz,mask_520.nii.gz
447_1461.nii.gz,mask_428.nii.gz
447_1462.nii.gz,mask_85.nii.gz
447_1463.nii.gz,mask_308.nii.gz
447_1464.nii.gz,mask_307.nii.gz
447_1465.nii.gz,mask_570.nii.gz
447_1466.nii.gz,mask_295.nii.gz
447_1467.nii.gz,mask_20.nii.gz
447_1468.nii.gz,mask_477.nii.gz
447_1469.nii.gz,mask_299.nii.gz
447_1470.nii.gz,mask_243.nii.gz
447_1471.nii.gz,mask_767.nii.gz
447_1472.nii.gz,mask_400.nii.gz
447_1473.nii.gz,mask_932.nii.gz
447_1474.nii.gz,mask_181.nii.gz
447_1475.nii.gz,mask_305.nii.gz
447_1476.nii.gz,mask_878.nii.gz
447_1477.nii.gz,mask_200.nii.gz
447_1478.nii.gz,mask_548.nii.gz
447_1479.nii.gz,mask_340.nii.gz
447_1480.nii.gz,mask_107.nii.gz
447_1481.nii.gz,mask_671.nii.gz
447_1482.nii.gz,mask_117.nii.gz
447_1483.nii.gz,mask_67.nii.gz
447_1484.nii.gz,mask_249.nii.gz
447_1485.nii.gz,mask_866.nii.gz
447_1486.nii.gz,mask_981.nii.gz
447_1487.nii.gz,mask_594.nii.gz
447_1488.nii.gz,mask_837.nii.gz
447_1489.nii.gz,mask_544.nii.gz
447_1490.nii.gz,mask_484.nii.gz
